"PUBID","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!ETHNICITY","KEY!RACE","CV_INCOME_GROSS_YR","CV_HH_NET_WORTH_P","CV_YTH_REL_HH_CURRENT","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","CV_HGC_RES_DAD","CV_HGC_RES_MOM","KEY!RACE_ETHNICITY","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_DIPLOMA","CVC_BA_DEGREE","CVC_RND"
4226,1,9,1981,0,2,-4,-4,2,1,12,11,12,11,1,9,1,-4,-4,17
4227,2,11,1984,0,2,-4,-4,2,1,12,11,12,11,1,11,0,-4,-4,17
4228,1,12,1980,0,2,93000,-3,2,1,12,14,11,14,1,9,1,-4,-4,17
4229,2,10,1984,0,1,120500,250500,4,1,4,16,-4,16,4,14,2,281,-4,17
4230,1,2,1980,0,2,-3,-4,7,1,-4,-4,12,14,1,12,2,210,-4,1
4231,2,6,1981,0,2,45000,-3,7,1,-4,-4,12,14,1,11,0,-4,-4,1
4232,1,7,1983,0,2,45000,-3,7,1,-4,-4,12,14,1,7,0,-4,-4,1
4233,1,5,1982,0,1,-4,-4,1,1,14,12,14,12,4,9,0,-4,-4,1
4234,2,3,1984,0,1,-4,-4,1,1,14,12,14,12,4,9,0,-4,-4,17
4235,2,4,1981,0,2,155000,167500,4,1,14,10,-4,10,1,16,4,233,320,17
4236,2,8,1982,0,2,25000,3750,4,1,-3,14,-4,14,1,15,2,245,-4,17
4237,1,8,1983,0,2,25000,3750,4,1,-3,14,-4,14,1,13,1,-4,-4,17
4238,2,2,1983,0,2,5250,3750,4,1,12,12,-4,12,1,20,5,258,329,17
4239,1,9,1984,1,5,23000,25500,1,1,12,16,12,16,2,18,4,269,360,17
4240,1,7,1983,1,2,9998,61081,2,1,-4,14,14,14,2,17,2,269,-4,17
4241,2,12,1984,0,2,21080,23750,2,1,12,12,13,12,1,14,2,281,-4,17
4242,2,12,1984,0,2,21080,23750,3,1,13,10,13,12,1,12,2,293,-4,17
4243,1,12,1980,0,1,26400,48001,2,1,-4,12,14,12,4,9,1,-4,-4,16
4244,1,7,1983,0,1,26400,48001,2,1,-4,12,14,12,4,15,2,247,-4,17
4245,1,4,1980,0,2,44900,53500,1,1,12,12,12,12,1,10,0,-4,-4,17
4246,2,7,1983,0,2,44900,53500,1,1,12,12,12,12,1,14,2,269,-4,17
4247,1,12,1981,0,2,11052,7500,4,1,12,11,-4,11,1,11,1,-4,-4,17
4248,2,3,1981,0,1,42000,52800,1,1,10,12,10,12,4,15,3,-4,-4,17
4249,2,7,1980,0,1,2400,-46050,4,1,14,10,-4,10,4,14,3,252,-4,17
4250,2,6,1981,0,1,78000,85900,2,1,-3,11,16,11,4,10,0,-4,-4,13
4251,1,9,1984,0,1,78000,85900,2,1,-3,11,16,11,4,9,0,-4,-4,15
4252,1,12,1984,0,1,6876,48398,1,1,12,12,12,12,4,14,2,281,-4,17
4253,2,8,1981,0,1,0,49810,4,1,5,11,-4,11,4,11,0,-4,-4,17
4254,2,2,1982,0,1,-3,-3,1,1,11,12,11,12,4,14,3,245,-4,17
4255,2,6,1981,0,1,-4,-4,1,1,12,14,12,14,4,8,1,-4,-4,17
4256,1,6,1984,0,1,-3,-3,1,1,16,18,16,18,4,16,4,269,317,17
4257,2,2,1980,0,1,51084,255800,6,1,12,-3,-4,9,4,11,1,-4,-4,16
4258,1,10,1981,0,1,51084,255800,6,1,12,-3,-4,9,4,20,2,241,-4,17
4259,1,9,1981,0,1,24990,41500,4,1,12,12,-4,12,4,13,1,-4,-4,16
4260,2,10,1980,0,1,34600,24000,4,1,-3,12,-4,12,4,15,2,228,-4,15
4261,1,5,1984,1,5,-4,-4,2,1,12,5,9,5,2,14,2,281,-4,17
4262,2,8,1981,1,5,14970,-3900,4,1,-3,9,-4,9,2,13,1,-4,-4,15
4263,1,12,1980,1,5,53000,436500,1,1,13,14,13,14,2,19,5,221,293,17
4264,2,7,1984,1,5,53000,436500,1,1,13,14,13,14,2,20,7,269,-3,17
4265,1,4,1981,0,1,25000,69500,5,1,17,16,17,-4,4,18,5,233,293,17
4266,1,9,1983,1,1,54112,-3,1,1,14,12,14,12,2,14,2,269,-4,17
4267,1,2,1980,0,1,59100,105500,2,1,12,12,14,12,4,14,2,221,-4,14
4268,1,11,1984,0,1,-4,-4,1,1,13,9,13,9,4,13,2,281,-4,17
4269,1,4,1983,0,1,45000,-3,2,1,-3,17,13,17,4,14,2,257,-4,17
4270,1,8,1980,1,5,-3,7500,2,1,12,12,12,12,2,11,1,-4,-4,17
4271,2,10,1981,1,5,-3,7500,2,1,12,12,12,12,2,10,1,-4,-4,17
4272,2,5,1980,0,1,26050,81500,4,1,-3,16,-4,16,4,16,4,221,329,17
4273,2,5,1981,0,1,26050,81500,4,1,-3,16,-4,16,4,18,5,233,296,17
4274,1,3,1983,0,1,26050,81500,4,1,-3,16,-4,16,4,9,1,-4,-4,17
4275,1,6,1984,0,1,64000,48000,1,1,12,12,12,12,4,12,2,269,-4,17
4276,2,4,1980,0,1,54000,74300,3,1,11,11,11,18,4,12,2,221,-4,17
4277,1,11,1981,0,1,110000,107500,4,1,-4,12,-4,12,4,16,4,245,300,11
4278,1,10,1983,0,1,110000,107500,4,1,-4,12,-4,12,4,15,2,269,-4,10
4279,1,11,1980,0,5,-3,16350,1,1,14,12,14,12,3,18,5,233,293,17
4280,1,9,1982,0,5,-3,16350,1,1,14,12,14,12,3,16,4,257,324,17
4281,2,4,1983,0,1,46000,-3,2,1,16,16,16,16,4,20,5,257,317,17
4282,2,12,1984,0,1,90750,346001,1,1,18,16,18,16,4,16,4,270,324,17
4283,2,8,1982,1,5,63500,-3,1,1,12,12,12,12,2,16,3,245,-4,17
4284,1,2,1981,1,5,75000,56100,1,1,14,12,14,12,2,12,2,245,-4,17
4285,1,2,1981,1,5,75000,56100,1,1,14,12,14,12,2,13,2,245,-4,17
4286,1,8,1981,0,1,92000,166500,1,1,12,13,12,13,4,13,1,-4,-4,17
4287,2,4,1984,0,1,92000,166500,1,1,12,13,12,13,4,14,1,-4,-4,17
4288,1,1,1982,0,1,83500,27000,1,1,18,14,18,14,4,17,4,245,308,17
4289,1,12,1982,1,5,-4,-4,1,1,12,16,12,16,2,18,4,257,324,17
4290,2,6,1980,0,1,145900,76500,2,1,16,14,16,14,4,13,2,221,-4,17
4291,1,10,1980,0,1,145900,76500,3,1,16,12,16,14,4,11,1,-4,-4,17
4292,1,9,1983,1,5,-4,-4,1,1,-3,-3,-3,-3,2,16,4,269,396,16
4293,2,11,1980,0,1,73000,71500,1,1,20,18,20,18,4,18,4,233,281,15
4294,1,11,1982,0,1,73000,71500,1,1,20,18,20,18,4,16,4,256,317,17
4295,1,7,1984,0,1,55200,113250,1,1,16,13,16,13,4,17,4,269,336,17
4296,1,2,1983,0,1,58000,196000,1,1,16,16,16,16,4,18,5,257,312,17
4297,2,1,1980,0,1,3000,7550,4,1,12,13,-4,13,4,19,5,221,281,17
4298,2,11,1982,0,1,3000,7550,4,1,12,13,-4,13,4,20,5,257,-3,16
4299,1,10,1981,0,1,48500,-3,1,1,9,16,9,16,4,12,2,242,-4,17
4300,1,1,1983,0,1,48500,-3,1,1,9,16,9,16,4,14,3,257,-4,17
4301,2,5,1981,1,5,-3,-3,1,1,14,12,14,12,2,16,4,233,288,8
4302,1,10,1981,1,5,-4,-4,1,1,7,6,7,6,2,12,2,246,-4,7
4303,2,4,1980,1,1,0,-4,10,1,-4,-3,-4,-4,2,9,0,-4,-4,17
4304,2,7,1982,0,1,32500,26000,2,1,-3,14,12,14,4,18,5,245,308,17
4305,1,1,1984,0,1,32500,26000,2,1,-3,14,12,14,4,11,1,-4,-4,17
4306,2,4,1981,0,1,50000,10500,2,1,-3,11,13,11,4,9,0,-4,-4,1
4307,1,8,1984,1,5,-3,2500,1,1,10,12,10,12,2,12,2,281,-4,17
4308,2,7,1983,1,5,10000,12500,1,1,-3,-3,-3,-3,2,12,2,269,-4,17
4309,2,9,1982,1,5,8076,1750,4,1,-3,9,-4,9,2,13,2,257,-4,17
4310,1,12,1984,1,5,8076,1750,4,1,-3,9,-4,9,2,10,0,-4,-4,17
4311,1,8,1981,1,5,17000,2500,4,1,7,11,-4,11,2,12,2,233,-4,17
4312,1,1,1983,1,5,17000,2500,4,1,7,11,-4,11,2,14,3,258,-4,17
4313,1,8,1984,1,5,17000,2500,9,1,12,9,-4,-4,2,17,4,269,341,17
4314,2,7,1982,1,5,3370,3750,4,1,-4,8,-4,8,2,19,5,245,305,17
4315,2,6,1983,1,5,1764,500,4,1,-4,-3,-4,-3,2,11,1,-4,-4,17
4316,2,3,1981,1,5,0,500,4,1,16,9,-4,9,2,11,0,-4,-4,17
4317,1,7,1982,1,5,0,500,4,1,16,9,-4,9,2,9,1,-4,-4,17
4318,2,7,1981,1,5,-4,-4,4,1,-3,8,-4,8,2,8,0,-4,-4,17
4319,2,11,1982,1,5,-4,-4,4,1,-3,8,-4,8,2,11,0,-4,-4,17
4320,1,11,1984,0,2,2236,6000,4,1,7,13,-4,13,1,10,1,-4,-4,17
4321,1,5,1982,1,5,1956,700,4,1,-4,-3,-4,-3,2,8,0,-4,-4,17
4322,1,11,1984,1,5,3038,1750,4,1,-4,6,-4,6,2,11,0,-4,-4,17
4323,1,7,1980,1,5,50,500,4,1,9,11,-4,11,2,9,0,-4,-4,17
4324,2,10,1984,1,5,2308,1750,4,1,-3,10,-4,10,2,15,3,281,-4,17
4325,2,5,1983,1,5,12000,11500,1,1,10,12,10,12,2,14,3,257,-4,17
4326,1,2,1980,1,5,24329,-3,1,1,6,6,6,6,2,12,2,221,-4,16
4327,2,4,1980,0,1,6000,277500,1,1,16,12,16,12,4,13,2,221,-4,3
4328,1,9,1982,0,1,6000,277500,1,1,16,12,16,12,4,17,4,257,324,17
4329,1,3,1980,1,1,13068,1800,4,1,-4,11,-4,11,2,8,0,-4,-4,17
4330,2,5,1981,1,1,13068,1800,4,1,-4,11,-4,11,2,14,3,234,-4,17
4331,1,9,1982,1,1,13068,1800,4,1,-4,11,-4,11,2,14,2,246,-4,17
4332,1,10,1983,1,1,13068,1800,4,1,-4,11,-4,11,2,95,1,-4,-4,17
4333,2,2,1980,1,1,10044,27550,4,1,-3,7,-4,7,2,12,2,234,-4,15
4334,1,9,1984,1,1,2100,50100,1,1,7,10,7,10,2,12,2,293,-4,17
4335,2,1,1981,1,1,21040,75550,1,1,12,14,12,14,2,15,2,234,-4,17
4336,2,10,1982,0,1,107500,600000,1,1,12,19,12,19,4,13,2,245,-4,5
4337,1,4,1984,0,1,107500,600000,1,1,12,19,12,19,4,11,1,-4,-4,17
4338,2,12,1983,0,1,48200,8500,2,1,-3,15,14,15,4,14,2,269,-4,17
4339,1,8,1983,0,1,32000,34290,5,1,9,10,9,-4,4,12,2,288,-4,15
4340,2,3,1982,0,1,-3,-3,2,1,12,14,12,14,4,17,4,245,308,17
4341,1,7,1984,0,1,-3,-3,3,1,12,16,12,14,4,15,2,281,-4,17
4342,1,8,1982,1,1,-3,12050,1,1,5,9,5,9,2,9,0,-4,-4,17
4343,2,6,1984,1,1,-3,12050,1,1,5,9,5,9,2,12,2,269,-4,17
4344,1,5,1982,0,1,-3,-3,2,1,-4,13,14,13,4,15,1,-4,-4,17
4345,2,3,1981,0,1,26000,9050,1,1,14,13,14,13,4,14,2,233,-4,17
4346,2,11,1982,0,1,26000,9050,1,1,14,13,14,13,4,17,3,252,-4,17
4347,1,8,1984,0,1,26000,9050,1,1,14,13,14,13,4,12,2,269,-4,17
4348,2,10,1981,0,1,43200,19750,4,1,12,14,-4,14,4,13,2,228,-4,17
4349,1,2,1983,0,1,36000,14850,1,1,12,14,12,14,4,10,1,-4,-4,17
4350,2,6,1982,1,5,7140,-7000,5,1,12,12,12,-4,2,10,0,-4,-4,17
4351,2,11,1983,1,5,10276,-4193,4,1,12,15,-4,15,2,8,1,-4,-4,17
4352,1,11,1980,1,5,6000,4750,4,1,12,10,-4,10,2,11,2,291,-4,16
4353,2,1,1980,1,5,246474,-4,10,1,12,-4,-4,-4,2,16,4,222,365,17
4354,1,1,1980,1,5,-3,1000,4,1,-3,9,-4,9,2,12,2,246,-4,17
4355,2,4,1982,0,1,20550,450,4,1,-3,14,-4,14,4,15,0,-4,-4,16
4356,1,5,1984,0,1,20550,450,4,1,-3,14,-4,14,4,12,2,281,-4,16
4357,2,1,1981,0,5,20700,5250,4,1,12,12,-4,12,3,13,1,-4,-4,17
4358,2,6,1983,0,5,-3,5250,4,1,12,12,-4,12,3,14,3,-4,-4,17
4359,1,9,1982,0,1,22600,45000,5,1,14,17,14,-4,4,14,3,-4,-4,17
4360,1,8,1981,1,5,-3,3770,4,1,7,11,-4,11,2,8,0,-4,-4,5
4361,2,2,1980,1,1,20209,-1250,4,1,13,13,-4,13,2,12,2,222,-4,17
4362,1,12,1984,0,1,24974,50655,2,1,11,12,12,12,4,13,1,-4,-4,17
4363,1,8,1982,0,1,25000,-3,1,1,18,16,18,16,4,17,3,258,-4,17
4364,1,4,1984,0,1,25000,-3,1,1,18,16,18,16,4,19,5,270,342,17
4365,2,3,1984,0,1,40500,-3,1,1,16,16,16,16,4,17,4,270,329,17
4366,2,11,1981,1,5,40000,184100,1,1,17,15,17,15,2,14,3,246,-4,17
4367,2,8,1984,0,1,-3,-3,2,1,10,14,10,14,4,18,3,281,-4,17
4368,2,2,1982,1,5,94325,143500,1,1,12,12,12,12,2,16,4,246,317,17
4369,2,1,1983,0,1,45800,52750,1,1,12,12,12,12,4,11,1,-4,-4,17
4370,2,8,1981,0,1,19425,156750,4,1,12,14,-4,14,4,20,4,234,336,13
4371,2,4,1982,1,1,44300,23600,4,1,12,12,16,12,2,16,4,-4,367,17
4372,2,6,1983,1,5,34613,72200,4,1,18,16,-4,16,2,16,4,270,317,17
4373,2,4,1984,1,1,7392,84248,4,1,3,10,-4,10,2,11,0,-4,-4,17
4374,1,10,1983,1,5,-4,-4,2,1,-3,11,12,11,2,12,2,281,-4,17
4375,2,10,1983,1,5,-3,222500,1,1,14,14,14,14,2,17,4,270,353,17
4376,2,9,1984,1,1,24229,28250,4,1,14,12,-4,12,2,16,4,269,317,17
4377,2,6,1982,0,1,76500,268500,1,1,16,16,16,16,4,20,6,246,293,17
4378,1,6,1981,1,5,45275,91000,1,1,19,12,19,12,2,16,4,246,356,17
4379,1,3,1983,1,5,37500,141750,1,1,16,14,16,14,2,16,4,269,337,17
4380,2,7,1981,1,5,-3,-3,1,1,16,16,16,16,2,17,5,245,293,17
4381,1,1,1982,0,1,82500,114001,1,1,18,20,18,20,4,14,2,246,-4,17
4382,2,7,1980,0,1,35000,194750,4,1,12,12,-4,12,4,12,2,234,-4,3
4383,1,1,1984,0,1,-3,17400,2,1,16,9,14,9,4,8,0,-4,-4,9
4384,2,6,1981,1,5,15200,66500,1,1,15,12,15,12,2,16,3,-4,-4,17
4385,1,11,1984,1,5,15200,66500,1,1,15,12,15,12,2,8,0,-4,-4,6
4386,1,8,1981,1,1,51200,25250,1,1,12,12,12,12,2,9,1,-4,-4,17
4387,1,4,1984,0,1,17550,600000,2,1,-3,12,12,12,4,11,0,-4,-4,17
4388,2,3,1982,1,1,-3,20300,5,1,14,12,14,-4,2,15,2,258,-4,17
4389,1,2,1980,1,5,12994,-8705,2,1,11,16,15,16,2,10,0,-4,-4,16
4390,1,8,1983,1,5,12994,-8705,2,1,11,16,15,16,2,9,0,-4,-4,17
4391,2,6,1983,1,5,14052,57050,1,1,8,9,8,9,2,14,2,258,-4,17
4392,2,9,1982,1,5,-3,130001,1,1,12,11,12,11,2,14,2,258,-4,17
4393,2,9,1980,1,5,20954,45800,2,1,11,11,14,11,2,12,0,-4,-4,17
4394,2,9,1980,1,5,20954,45800,2,1,11,11,14,11,2,12,2,234,-4,17
4395,2,3,1984,1,5,35050,17650,1,1,14,14,14,14,2,18,5,270,334,17
4396,1,10,1984,1,1,6144,500,4,1,12,12,-4,12,2,9,1,-4,-4,17
4397,1,5,1984,1,1,10792,8484,4,1,-3,8,-4,8,2,8,0,-4,-4,17
4398,2,4,1983,1,5,9000,356000,4,1,12,12,-4,12,2,12,2,258,-4,17
4399,2,6,1982,1,5,31250,33900,1,1,12,13,12,13,2,17,2,246,-4,17
4400,2,12,1980,1,5,14112,48760,1,1,6,12,6,12,2,12,2,229,-4,17
4401,1,12,1982,1,5,14112,48760,1,1,6,12,6,12,2,8,0,-4,-4,17
4402,1,7,1980,1,5,5250,1200,10,1,12,12,-4,-4,2,8,1,-4,-4,17
4403,1,9,1983,1,5,14044,23450,4,1,11,11,-4,11,2,8,0,-4,-4,17
4404,2,6,1980,0,1,45020,-3,2,1,11,12,12,12,4,-3,0,-4,-4,4
4405,1,5,1983,0,1,50650,52000,2,1,16,12,14,12,4,20,6,257,-4,17
4406,2,10,1982,0,1,58600,135000,1,1,12,16,12,16,4,16,4,258,305,17
4407,1,9,1983,0,1,-3,372500,1,1,16,16,16,16,4,17,4,257,312,17
4408,2,4,1983,1,1,70600,48500,1,1,16,12,16,12,2,14,2,257,-4,17
4409,2,7,1982,0,1,78500,59750,1,1,14,14,14,14,4,16,4,258,305,17
4410,2,11,1980,0,1,-3,-3,4,1,13,20,-4,20,4,18,5,210,264,17
4411,1,5,1982,0,1,-3,-3,4,1,13,20,-4,20,4,17,4,234,342,15
4412,2,10,1983,0,1,-3,-3,4,1,-4,20,-4,20,4,20,4,245,-3,17
4413,1,9,1984,0,1,246474,-3,1,1,20,18,20,18,4,16,2,281,-4,13
4414,2,11,1984,0,1,21000,223101,1,1,14,12,14,12,4,14,3,281,-4,17
4415,1,7,1981,1,5,83950,398500,3,1,14,16,14,18,2,14,3,245,-4,8
4416,1,11,1982,1,5,83950,398500,3,1,14,16,14,18,2,18,5,257,-3,15
4417,2,4,1980,0,1,55000,335000,8,1,12,10,-4,-4,4,15,1,-4,-4,17
4418,2,1,1981,0,5,-4,-4,1,1,14,12,14,12,4,20,5,234,-3,17
4419,2,9,1984,0,5,-4,-4,1,1,14,12,14,12,4,14,3,281,-4,17
4420,1,5,1981,0,1,75000,217500,1,1,16,16,16,16,4,11,0,-4,-4,2
4421,1,10,1982,0,2,38100,33750,4,1,12,13,-4,13,1,13,2,258,-4,15
4422,1,4,1980,0,2,-4,-4,4,1,11,16,-4,16,1,14,2,222,-4,17
4423,2,8,1983,0,2,100500,-3,1,1,16,16,16,16,1,16,4,257,305,17
4424,1,9,1983,0,2,43022,-3,2,1,16,13,14,13,1,16,4,257,-3,17
4425,1,2,1984,0,2,-4,-4,1,1,14,13,14,13,1,15,2,269,-4,17
4426,1,8,1984,0,2,-4,-4,2,1,16,13,14,13,1,15,2,269,-4,17
4427,2,12,1980,0,2,66025,82800,1,1,14,14,14,14,1,18,4,222,276,17
4428,2,5,1981,0,2,60845,193251,1,1,14,14,14,14,1,18,4,233,317,17
4429,2,6,1982,0,5,41825,-3,2,1,9,15,13,15,4,12,2,251,-4,17
4430,2,8,1981,0,1,40000,88000,1,1,13,12,13,12,4,12,2,233,-4,17
4431,2,10,1982,0,1,18000,63500,4,1,12,12,-4,12,4,15,1,-4,-4,17
4432,1,4,1984,1,1,46000,71950,4,1,-4,11,-4,11,2,14,2,270,-4,17
4433,2,6,1983,0,1,64000,49250,5,1,12,10,12,-4,4,-3,-3,-3,-4,17
4434,2,7,1983,0,2,35500,-3,1,1,12,12,12,12,1,14,2,258,-4,17
4435,2,6,1984,0,1,6480,3753,4,1,12,10,-4,10,4,13,1,-4,-4,17
4436,1,12,1981,0,2,-4,-4,5,1,14,13,14,-4,1,12,2,245,-4,12
4437,1,1,1984,0,2,0,39250,5,1,14,13,14,-4,1,16,4,270,336,17
4438,2,8,1983,0,1,9800,19500,4,1,-4,13,-4,13,4,13,1,-4,-4,17
4439,2,3,1980,0,1,-3,-97500,4,1,-3,14,-4,14,4,18,5,222,276,17
4440,1,4,1984,0,1,-3,-97500,4,1,-3,14,-4,14,4,17,4,270,329,13
4441,1,9,1984,0,1,122950,252000,1,1,16,18,16,18,4,18,4,269,341,17
4442,2,9,1982,0,1,34000,69750,4,1,-4,16,-4,16,4,17,4,257,305,17
4443,2,4,1982,0,1,81003,132000,1,1,12,14,12,14,4,16,4,257,329,17
4444,1,4,1983,0,1,81003,132000,1,1,12,14,12,14,4,10,1,-4,-4,17
4445,1,4,1981,0,1,-4,-4,4,1,16,12,-4,12,4,16,4,233,281,17
4446,1,7,1980,0,1,-4,-4,6,1,-4,-4,17,20,4,18,4,233,293,17
4447,2,3,1983,0,1,-3,-3,1,1,20,20,20,20,4,20,6,257,305,17
4448,1,9,1983,0,1,-3,279500,1,1,15,16,15,16,4,17,2,269,-4,17
4449,2,4,1981,1,1,-3,-3,1,1,16,14,16,14,2,18,4,233,284,17
4450,1,9,1984,0,1,69200,219000,1,1,16,20,16,20,4,16,4,281,317,17
4451,1,8,1982,0,1,93100,145500,4,1,12,12,-4,12,4,15,3,-4,-4,17
4452,2,7,1981,0,1,38565,212800,1,1,11,12,11,12,4,19,4,233,417,17
4453,1,9,1983,0,1,38565,212800,1,1,11,12,11,12,4,12,2,269,-4,17
4454,1,5,1980,1,5,-3,-3,1,1,16,12,16,12,2,12,2,233,-4,17
4455,1,11,1984,0,1,22900,65200,4,1,12,14,-4,14,4,16,3,287,-4,17
4456,1,9,1980,0,1,115000,367500,1,1,16,16,16,16,4,16,4,233,293,17
4457,1,12,1983,1,5,87000,44500,1,1,14,14,14,14,2,18,4,269,324,17
4458,1,7,1984,0,1,76700,-3,5,1,16,14,16,-4,4,13,2,269,-4,17
4459,2,6,1981,0,1,-4,-4,1,1,14,16,14,16,4,16,3,233,-4,17
4460,1,1,1983,0,1,-4,-4,1,1,14,16,14,16,4,17,4,269,317,17
4461,2,12,1981,1,5,37500,130000,1,1,-3,12,-3,12,2,11,2,233,-4,17
4462,2,4,1984,1,5,68000,-3,1,1,11,6,11,6,2,12,2,258,-4,17
4463,1,10,1982,0,1,45000,-3,1,1,13,12,13,12,4,11,0,-4,-4,17
4464,1,5,1984,0,1,45000,-3,1,1,13,12,13,12,4,11,0,-4,-4,17
4465,2,11,1983,0,1,-3,27500,4,1,-3,17,-4,17,4,-3,4,258,317,16
4466,1,1,1980,0,1,-3,53850,2,1,-3,11,-3,11,4,10,0,-4,-4,17
4467,2,9,1981,0,1,-3,-3,1,1,12,14,12,14,4,14,2,245,-4,17
4468,1,4,1981,0,1,47700,84250,2,1,12,10,12,10,4,12,2,235,-4,16
4469,2,4,1984,0,1,23623,136900,1,1,10,12,10,12,4,14,3,269,-4,17
4470,2,5,1980,0,1,54000,6350,2,1,-3,12,12,12,4,12,2,233,-4,17
4471,2,6,1984,0,1,-4,-4,1,1,15,16,15,16,4,18,4,269,341,17
4472,1,6,1984,0,1,62000,181382,2,1,-3,12,12,12,4,12,2,267,-4,7
4473,2,5,1980,0,1,-4,-4,9,1,-4,-3,-4,-4,4,16,4,209,288,9
4474,2,6,1980,1,1,45200,111550,1,1,12,12,12,12,2,12,2,222,-4,13
4475,1,3,1980,0,1,124300,211000,1,1,16,16,16,16,4,12,2,221,-4,17
4476,2,5,1982,0,1,51700,198001,1,1,16,-3,16,-3,4,16,4,245,293,17
4477,1,1,1980,0,1,75500,-3,1,1,13,16,13,16,4,12,2,221,-4,17
4478,2,6,1981,0,1,98000,155500,1,1,16,12,16,12,4,16,4,233,293,15
4479,1,6,1984,0,1,54501,139500,1,1,12,12,12,12,4,16,4,281,341,17
4480,2,6,1984,1,1,2500,9800,5,1,14,14,14,-4,2,14,2,269,-4,17
4481,1,5,1983,1,5,13000,84500,5,1,16,-4,16,-4,2,16,4,257,305,17
4482,1,4,1980,1,1,7511,3750,9,1,10,16,-4,-4,2,12,1,-4,-4,17
4483,1,11,1983,1,5,4900,500,4,1,9,8,-4,8,2,9,0,-4,-4,15
4484,1,7,1983,0,1,16500,-3,4,1,12,12,-4,12,4,17,3,263,-4,17
4485,1,5,1981,1,5,8000,-4,1,1,12,6,12,6,2,10,1,-4,-4,5
4486,1,9,1984,1,5,-4,-4,1,1,12,6,12,6,2,10,1,-4,-4,17
4487,2,10,1983,0,1,9688,370,4,1,12,14,-4,14,4,9,1,-4,-4,17
4488,2,8,1983,0,1,5000,500,4,1,11,14,-4,14,4,10,0,-4,-4,17
4489,1,10,1980,1,1,-3,100,4,1,5,5,-4,5,2,8,1,-4,-4,17
4490,2,7,1983,1,1,14,9622,4,1,12,12,-4,12,2,20,2,257,-4,17
4491,1,9,1984,1,1,14,9622,4,1,12,12,-4,12,2,13,1,-4,-4,17
4492,1,6,1980,1,1,18300,74000,1,1,6,6,6,6,2,12,2,233,-4,17
4493,2,1,1980,1,5,-3,-3,1,1,13,12,13,12,2,14,2,221,-4,17
4494,1,7,1984,1,1,1700,-2500,4,1,-3,9,-4,9,2,12,2,393,-4,17
4495,2,6,1982,1,5,15000,15500,4,1,-3,3,-4,3,2,12,2,252,-4,17
4496,2,1,1983,1,5,13681,21160,4,1,8,13,-4,13,2,10,1,-4,-4,17
4497,1,8,1980,1,5,16500,119777,1,1,4,7,4,7,2,9,0,-4,-4,17
4498,1,1,1983,1,5,16500,119777,1,1,4,7,4,7,2,13,1,-4,-4,17
4499,2,8,1984,1,5,16500,119777,1,1,4,7,4,7,2,9,1,-4,-4,17
4500,1,1,1984,1,5,35000,22980,2,1,6,14,6,14,2,15,2,293,-4,17
4501,2,3,1984,1,1,-3,-2000,4,1,12,10,-4,10,2,9,0,-4,-4,17
4502,1,8,1984,1,5,35000,63500,1,1,13,12,13,12,2,11,1,-4,-4,16
4503,1,10,1980,1,5,25000,-1300,1,1,6,6,6,6,2,-3,0,-4,-4,17
4504,2,8,1982,1,5,25000,-1300,1,1,6,6,6,6,2,11,1,-4,-4,17
4505,1,9,1981,0,1,2410,36100,4,1,-3,16,-4,16,4,12,2,245,-4,17
4506,1,1,1983,0,1,50500,66250,1,1,12,10,12,10,4,16,3,257,-4,17
4507,1,9,1980,0,1,67000,-3,1,1,12,12,12,12,4,10,0,-4,-4,1
4508,2,5,1982,0,1,-4,-4,1,1,14,12,14,12,4,10,0,-4,-4,15
4509,1,3,1982,0,1,42500,87500,2,1,-4,14,12,14,4,12,2,245,-4,17
4510,2,6,1983,1,1,-4,-4,1,1,10,9,10,9,2,14,2,257,-4,17
4511,1,6,1984,1,1,-4,-4,1,1,10,9,10,9,2,11,0,-4,-4,17
4512,2,7,1982,0,1,20550,56950,4,1,14,12,-4,12,4,17,4,245,288,17
4513,1,9,1981,0,1,61600,76500,1,1,12,14,12,14,4,12,2,245,-4,17
4514,1,1,1983,0,1,61600,76500,1,1,12,14,12,14,4,14,2,257,-4,17
4515,1,1,1980,1,5,80705,35750,1,1,14,16,14,16,2,12,2,221,-4,8
4516,1,9,1981,1,5,80705,35750,1,1,14,16,14,16,2,12,2,245,-4,17
4517,2,8,1983,0,1,74500,-3,1,1,18,15,18,15,4,19,4,257,392,17
4518,1,11,1981,0,1,-4,-4,1,1,14,12,14,12,4,14,2,245,-4,17
4519,1,10,1984,0,1,75000,165000,1,1,12,13,12,13,4,12,2,281,-4,16
4520,1,1,1982,1,1,72000,49600,1,1,12,12,12,12,2,15,3,245,-4,8
4521,2,12,1982,1,1,72000,49600,1,1,12,12,12,12,2,19,4,257,317,17
4522,1,6,1980,0,1,64700,137500,1,1,16,16,16,16,4,14,2,221,-4,17
4523,2,9,1980,1,1,82500,47450,1,1,18,14,18,14,2,12,2,233,-4,17
4524,2,2,1983,1,1,82500,47450,1,1,18,14,18,14,2,16,4,245,324,17
4525,1,8,1984,0,1,28000,600000,1,1,18,17,18,17,4,19,4,282,329,17
